age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,treat,id
48,12,0,0,1,0,21551.935546875,20230.64453125,0,0,0,0,921
43,12,0,0,1,0,21551.935546875,20588.7109375,19210.4453125,0,0,0,922
26,16,0,0,1,0,21551.935546875,20588.7109375,28815.66796875,0,0,0,923
29,12,0,0,1,0,21551.935546875,20588.7109375,19949.30859375,0,0,0,924
27,12,0,0,1,0,21551.935546875,21120.435546875,23052.53515625,0,0,0,925
22,14,0,0,1,0,21551.935546875,21483.87109375,23200.306640625,0,0,0,926
23,12,0,0,1,0,21551.935546875,21483.87109375,26599.078125,0,0,0,927
21,12,0,0,1,0,21551.935546875,21483.87109375,12534.0771484375,0,0,0,928
36,12,0,0,1,0,21551.935546875,21483.87109375,23643.625,0,0,0,929
26,16,0,0,1,0,21551.935546875,21483.87109375,29492.466796875,0,0,0,930
33,12,0,0,1,0,21551.935546875,21483.87109375,21427.03515625,0,0,0,931
37,12,0,0,1,0,21551.935546875,22379.03125,24382.48828125,0,0,0,932
29,16,0,0,0,0,21551.935546875,22737.09765625,33248.84765625,0,0,0,933
25,14,0,0,1,0,21551.935546875,22916.12890625,31505.130859375,0,0,0,934
27,16,0,0,1,0,21551.935546875,23274.193359375,27633.486328125,0,0,0,935
41,17,0,0,1,0,21551.935546875,23274.193359375,22904.76171875,0,0,0,936
29,16,0,0,1,0,21551.935546875,23274.193359375,23643.625,0,0,0,937
34,14,0,0,1,0,21551.935546875,23274.193359375,22165.8984375,0,0,0,938
45,12,0,0,1,0,21551.935546875,23632.2578125,26633.06640625,0,0,0,939
41,12,1,0,1,0,21551.935546875,24885.484375,21427.03515625,0,0,0,940
35,13,1,0,1,0,21551.935546875,25959.677734375,26423.228515625,0,0,0,941
23,12,0,0,1,0,21551.935546875,25959.677734375,58665.74609375,0,0,0,942
43,17,0,0,0,0,21551.935546875,25959.677734375,36943.1640625,0,0,0,943
21,12,0,0,1,0,21551.935546875,26138.7109375,38420.890625,0,0,0,944
22,12,0,0,1,0,21551.935546875,26765.322265625,35465.4375,0,0,0,945
25,17,0,0,1,0,21551.935546875,31151.61328125,53937.01953125,0,0,0,946
23,16,0,0,1,0,21551.935546875,35806.453125,44331.796875,0,0,0,947
28,14,0,0,1,0,21649.8984375,26854.83984375,22165.8984375,0,0,0,948
44,13,0,0,1,0,21679.287109375,21918.919921875,22165.8984375,0,0,0,949
23,12,0,0,0,0,21747.861328125,11413.3056640625,2216.58984375,0,0,0,950
39,14,0,0,1,0,21747.861328125,21841.935546875,18619.35546875,0,0,0,951
23,12,0,0,1,0,21865.41796875,21483.87109375,25121.3515625,0,0,0,952
24,14,1,0,1,0,21869.3359375,26353.548828125,18767.126953125,0,0,0,953
24,13,0,1,1,0,21922.236328125,24742.2578125,35317.6640625,0,0,0,954
51,12,0,0,1,0,21943.787109375,19156.451171875,24382.48828125,0,0,0,955
34,12,0,0,1,0,21943.787109375,20409.677734375,21131.490234375,0,0,0,956
27,12,0,0,1,0,21943.787109375,20588.7109375,18323.810546875,0,0,0,957
29,17,0,0,1,0,21943.787109375,21752.419921875,22165.8984375,0,0,0,958
26,14,1,0,1,0,21943.787109375,25959.677734375,36943.1640625,0,0,0,959
26,13,0,1,1,0,21953.5859375,5671.74169921875,25860.21484375,0,0,0,960
23,14,0,0,0,0,22139.71484375,18798.38671875,41376.34375,0,0,0,961
46,12,0,0,1,0,22139.71484375,22622.515625,23643.625,0,0,0,962
27,12,0,0,0,0,22139.71484375,25422.580078125,61768.97265625,0,0,0,963
30,17,1,0,1,0,22139.71484375,27929.03125,33248.84765625,0,0,0,964
25,12,1,0,1,0,22139.71484375,33300,29554.53125,0,0,0,965
27,14,0,0,1,0,22218.0859375,23306.419921875,26599.078125,0,0,0,966
27,17,0,0,1,0,22237.677734375,22379.03125,14777.265625,0,0,0,967
50,12,0,0,1,0,22306.25390625,27544.11328125,26876.890625,0,0,0,968
50,12,0,0,1,0,22306.25390625,27544.11328125,26876.890625,0,0,0,969
50,12,0,0,1,0,22306.25390625,27544.11328125,26876.890625,0,0,0,970
48,12,0,0,1,0,22321.927734375,23881.11328125,25399.1640625,0,0,0,971
24,16,0,0,1,0,22335.642578125,22880.322265625,29037.326171875,0,0,0,972
25,12,0,1,1,0,22335.642578125,24169.35546875,31032.2578125,0,0,0,973
37,12,0,0,1,0,22441.44140625,16385.03125,23269.759765625,0,0,0,974
37,12,0,0,1,0,22441.44140625,16385.03125,23269.759765625,0,0,0,975
29,12,1,0,1,0,22531.568359375,18619.35546875,23643.625,0,0,0,976
27,15,0,0,1,0,22531.568359375,20588.7109375,35465.4375,0,0,0,977
41,12,0,1,1,0,22531.568359375,20946.7734375,22165.8984375,0,0,0,978
29,12,0,0,1,0,22531.568359375,21483.87109375,22165.8984375,0,0,0,979
27,16,0,0,1,0,22531.568359375,21483.87109375,23643.625,0,0,0,980
44,12,0,0,1,0,22531.568359375,22379.03125,23643.625,0,0,0,981
26,13,0,0,1,0,22531.568359375,22379.03125,37238.7109375,0,0,0,982
34,12,0,0,1,0,22531.568359375,22379.03125,26599.078125,0,0,0,983
20,12,0,0,1,0,22531.568359375,23274.193359375,24382.48828125,0,0,0,984
43,14,0,0,1,0,22531.568359375,23274.193359375,28520.123046875,0,0,0,985
47,12,0,1,1,0,22531.568359375,25028.7109375,25564.669921875,0,0,0,986
31,12,0,0,1,0,22531.568359375,25064.515625,29554.53125,0,0,0,987
33,12,0,0,1,0,22531.568359375,26496.7734375,24973.578125,0,0,0,988
24,12,1,0,0,0,22531.568359375,26854.83984375,29554.53125,0,0,0,989
27,16,0,0,0,0,22531.568359375,30435.484375,42854.0703125,0,0,0,990
23,14,0,0,1,0,22531.568359375,33658.06640625,26599.078125,0,0,0,991
27,17,0,0,1,0,22594.265625,18261.2890625,28815.66796875,0,0,0,992
50,16,0,0,0,0,22629.53125,19693.548828125,17732.71875,0,0,0,993
22,14,0,0,1,0,22682.431640625,24706.451171875,20688.171875,0,0,0,994
31,12,1,0,1,0,22727.494140625,1503.8709716796875,27781.259765625,0,0,0,995
34,12,0,0,1,0,22727.494140625,18619.35546875,20688.171875,0,0,0,996
28,12,0,0,1,0,22727.494140625,20051.61328125,22904.76171875,0,0,0,997
26,12,0,0,1,0,22727.494140625,21483.87109375,26599.078125,0,0,0,998
46,12,0,0,1,0,22727.494140625,21841.935546875,22904.76171875,0,0,0,999
27,17,0,0,1,0,22727.494140625,22379.03125,24086.943359375,0,0,0,1000
47,13,0,0,1,0,22727.494140625,22558.064453125,24382.48828125,0,0,0,1001
29,17,0,0,1,0,22923.421875,21483.87109375,27042.396484375,0,0,0,1002
24,16,0,0,0,0,22923.421875,22379.03125,26451.306640625,0,0,0,1003
30,16,0,0,1,0,22923.421875,23274.193359375,28076.8046875,0,0,0,1004
23,12,0,0,1,0,22982.19921875,24033.2890625,14777.265625,0,0,0,1005
27,15,0,0,1,0,23119.34765625,0,0,0,1,0,1006
25,12,0,0,1,0,23119.34765625,24074.46875,25195.23828125,0,0,0,1007
26,12,0,0,1,0,23315.275390625,26767.11328125,27633.486328125,0,0,0,1008
26,12,0,0,1,0,23511.201171875,0,0,0,1,0,1009
25,12,0,0,1,0,23511.201171875,11279.0322265625,21279.263671875,0,0,0,1010
32,12,0,0,1,0,23511.201171875,13785.484375,31032.2578125,0,0,0,1011
32,12,0,1,1,0,23511.201171875,13964.515625,66497.6953125,0,0,0,1012
50,16,0,0,0,0,23511.201171875,14322.5810546875,39973.98046875,0,0,0,1013
25,13,0,0,0,0,23511.201171875,14322.5810546875,20850.72265625,0,0,0,1014
33,12,1,0,1,0,23511.201171875,14322.5810546875,23643.625,0,0,0,1015
27,12,0,0,1,0,23511.201171875,15038.7099609375,12738.0029296875,0,0,0,1016
28,16,1,0,1,0,23511.201171875,16112.9033203125,22018.126953125,0,0,0,1017
28,12,0,0,1,0,23511.201171875,16112.9033203125,0,0,0,0,1018
38,12,0,0,1,0,23511.201171875,16112.9033203125,30293.39453125,0,0,0,1019
31,12,0,0,1,0,23511.201171875,17903.2265625,22165.8984375,0,0,0,1020
28,12,0,0,1,0,23511.201171875,18798.38671875,36943.1640625,0,0,0,1021
43,12,1,0,1,0,23511.201171875,19421.419921875,13559.619140625,0,0,0,1022
37,17,1,0,1,0,23511.201171875,19693.548828125,76841.78125,0,0,0,1023
37,17,1,0,1,0,23511.201171875,19693.548828125,76841.78125,0,0,0,1024
23,12,0,0,1,0,23511.201171875,19854.677734375,18914.900390625,0,0,0,1025
55,12,0,0,1,0,23511.201171875,20588.7109375,22165.8984375,0,0,0,1026
34,17,0,0,1,0,23511.201171875,20588.7109375,23421.966796875,0,0,0,1027
28,17,0,0,1,0,23511.201171875,20946.7734375,69453.1484375,0,0,0,1028
31,14,0,0,1,0,23511.201171875,21483.87109375,27830.025390625,0,0,0,1029
28,12,0,0,1,0,23511.201171875,21483.87109375,23643.625,0,0,0,1030
25,12,0,1,1,0,23511.201171875,21483.87109375,25121.3515625,0,0,0,1031
54,15,0,0,1,0,23511.201171875,21483.87109375,59109.0625,0,0,0,1032
42,12,1,0,0,0,23511.201171875,21483.87109375,22165.8984375,0,0,0,1033
35,12,0,0,1,0,23511.201171875,21483.87109375,29554.53125,0,0,0,1034
27,13,0,0,0,0,23511.201171875,21483.87109375,22165.8984375,0,0,0,1035
45,12,0,0,1,0,23511.201171875,21483.87109375,0,0,0,0,1036
26,12,1,0,1,0,23511.201171875,21483.87109375,31623.349609375,0,0,0,1037
28,16,0,0,1,0,23511.201171875,21483.87109375,11821.8134765625,0,0,0,1038
30,16,0,0,1,0,23511.201171875,21483.87109375,22165.8984375,0,0,0,1039
24,12,0,1,1,0,23511.201171875,21483.87109375,23052.53515625,0,0,0,1040
26,14,0,0,1,0,23511.201171875,22020.96875,22165.8984375,0,0,0,1041
35,14,0,0,1,0,23511.201171875,22379.03125,22165.8984375,0,0,0,1042
42,17,0,0,1,0,23511.201171875,22379.03125,0,0,0,0,1043
42,17,0,0,1,0,23511.201171875,22379.03125,0,0,0,0,1044
28,16,0,0,1,0,23511.201171875,22379.03125,27337.94140625,0,0,0,1045
28,12,0,0,1,0,23511.201171875,22379.03125,29554.53125,0,0,0,1046
27,14,0,0,1,0,23511.201171875,22558.064453125,23531.318359375,0,0,0,1047
35,16,0,0,1,0,23511.201171875,22737.09765625,21834.888671875,0,0,0,1048
55,12,0,0,1,0,23511.201171875,22916.12890625,17732.71875,0,0,0,1049
36,14,0,0,1,0,23511.201171875,23274.193359375,33248.84765625,0,0,0,1050
42,16,0,1,1,0,23511.201171875,23274.193359375,29554.53125,0,0,0,1051
22,12,0,0,1,0,23511.201171875,23274.193359375,26155.759765625,0,0,0,1052
33,12,1,0,1,0,23511.201171875,23274.193359375,36943.1640625,0,0,0,1053
38,12,0,0,1,0,23511.201171875,23274.193359375,25121.3515625,0,0,0,1054
48,16,0,0,1,0,23511.201171875,23274.193359375,39898.6171875,0,0,0,1055
48,16,0,0,1,0,23511.201171875,23274.193359375,39898.6171875,0,0,0,1056
25,13,0,0,1,0,23511.201171875,23456.806640625,26007.98828125,0,0,0,1057
23,14,0,0,1,0,23511.201171875,24169.35546875,31032.2578125,0,0,0,1058
31,16,0,0,1,0,23511.201171875,24706.451171875,28963.44140625,0,0,0,1059
26,12,0,0,1,0,23511.201171875,24885.484375,26599.078125,0,0,0,1060
32,12,0,0,1,0,23511.201171875,25064.515625,26599.078125,0,0,0,1061
29,13,0,0,1,0,23511.201171875,25064.515625,0,0,0,0,1062
29,13,0,0,1,0,23511.201171875,25064.515625,0,0,0,0,1063
30,16,0,0,1,0,23511.201171875,25243.548828125,27042.396484375,0,0,0,1064
47,14,1,0,1,0,23511.201171875,25565.806640625,23974.63671875,0,0,0,1065
51,12,1,0,1,0,23511.201171875,25601.61328125,25121.3515625,0,0,0,1066
26,14,0,0,1,0,23511.201171875,25780.64453125,31032.2578125,0,0,0,1067
32,16,0,0,1,0,23511.201171875,25959.677734375,35465.4375,0,0,0,1068
35,14,0,0,1,0,23511.201171875,26496.7734375,29554.53125,0,0,0,1069
35,14,0,0,1,0,23511.201171875,26496.7734375,29554.53125,0,0,0,1070
54,12,0,0,1,0,23511.201171875,26854.83984375,2049.606689453125,0,0,0,1071
55,12,0,0,1,0,23511.201171875,26854.83984375,26599.078125,0,0,0,1072
55,12,0,0,1,0,23511.201171875,26854.83984375,26599.078125,0,0,0,1073
38,12,0,0,1,0,23511.201171875,26854.83984375,29554.53125,0,0,0,1074
25,12,0,0,0,0,23511.201171875,26854.83984375,18176.037109375,0,0,0,1075
30,12,0,0,1,0,23511.201171875,28645.16015625,32509.984375,0,0,0,1076
25,17,0,0,1,0,23511.201171875,29003.2265625,28076.8046875,0,0,0,1077
39,12,0,0,0,0,23511.201171875,31509.677734375,15516.12890625,0,0,0,1078
28,14,0,0,1,0,23511.201171875,32225.806640625,36943.1640625,0,0,0,1079
47,12,1,0,1,0,23511.201171875,32225.806640625,17732.71875,0,0,0,1080
39,17,0,0,1,0,23511.201171875,35448.38671875,32509.984375,0,0,0,1081
49,12,0,0,1,0,23511.201171875,35806.453125,23643.625,0,0,0,1082
21,12,0,0,1,0,23511.201171875,50129.03125,0,0,0,0,1083
31,14,0,0,1,0,23707.12890625,20767.7421875,23939.171875,0,0,0,1084
27,12,0,0,1,0,23707.12890625,21483.87109375,33987.7109375,0,0,0,1085
37,12,0,0,1,0,23707.12890625,22200,22904.76171875,0,0,0,1086
51,12,0,0,1,0,23707.12890625,22379.03125,19411.416015625,0,0,0,1087
29,12,0,0,1,0,23707.12890625,26854.83984375,28076.8046875,0,0,0,1088
27,14,0,0,1,0,23707.12890625,29540.322265625,23200.306640625,0,0,0,1089
24,13,0,0,1,0,23903.0546875,1790.3226318359375,449.2288818359375,0,0,0,1090
32,12,0,0,1,0,23903.0546875,24812.080078125,12412.9033203125,0,0,0,1091
31,17,0,0,1,0,23903.0546875,25601.61328125,27042.396484375,0,0,0,1092
46,12,0,0,0,0,23918.728515625,12532.2578125,0,0,0,0,1093
40,15,0,1,1,0,24001.017578125,23274.193359375,26599.078125,0,0,0,1094
27,16,0,0,1,0,24098.982421875,7161.29052734375,36204.30078125,0,0,0,1095
27,17,0,0,1,0,24098.982421875,22200,25860.21484375,0,0,0,1096
28,14,0,0,1,0,24098.982421875,22379.03125,27337.94140625,0,0,0,1097
29,17,0,0,1,0,24098.982421875,24527.419921875,23643.625,0,0,0,1098
36,13,0,0,1,0,24098.982421875,25064.515625,25564.669921875,0,0,0,1099
23,12,0,0,1,0,24098.982421875,26854.83984375,17437.173828125,0,0,0,1100
28,12,0,0,1,0,24294.908203125,18261.2890625,21427.03515625,0,0,0,1101
28,12,0,0,1,0,24383.07421875,15217.7421875,19210.4453125,0,0,0,1102
34,12,0,0,1,0,24486.916015625,22200,22904.76171875,0,0,0,1103
41,12,0,0,1,0,24490.8359375,14322.5810546875,22165.8984375,0,0,0,1104
25,13,0,0,1,0,24490.8359375,18261.2890625,0,0,0,0,1105
45,12,0,0,1,0,24490.8359375,21483.87109375,10639.630859375,0,0,0,1106
45,12,1,0,1,0,24490.8359375,21483.87109375,28076.8046875,0,0,0,1107
41,12,0,0,1,0,24490.8359375,21483.87109375,33987.7109375,0,0,0,1108
35,16,0,0,0,0,24490.8359375,21841.935546875,24825.806640625,0,0,0,1109
35,13,1,0,1,0,24490.8359375,23274.193359375,25121.3515625,0,0,0,1110
29,16,0,0,1,0,24490.8359375,23453.2265625,25860.21484375,0,0,0,1111
28,13,0,0,1,0,24490.8359375,23868.580078125,23495.853515625,0,0,0,1112
35,13,0,0,1,0,24490.8359375,23990.322265625,22165.8984375,0,0,0,1113
35,16,0,0,1,0,24490.8359375,24169.35546875,25638.556640625,0,0,0,1114
30,12,0,0,1,0,24490.8359375,25064.515625,29554.53125,0,0,0,1115
29,12,0,0,1,0,24490.8359375,25064.515625,28076.8046875,0,0,0,1116
26,14,1,0,1,0,24490.8359375,25717.984375,26643.41015625,0,0,0,1117
28,16,0,0,1,0,24490.8359375,26460.96875,45809.5234375,0,0,0,1118
30,16,0,0,1,0,24490.8359375,26854.83984375,38420.890625,0,0,0,1119
26,17,0,0,0,0,24490.8359375,26854.83984375,29702.3046875,0,0,0,1120
22,13,0,0,1,0,24490.8359375,26854.83984375,39159.75390625,0,0,0,1121
22,12,0,0,1,0,24490.8359375,26854.83984375,25121.3515625,0,0,0,1122
26,16,0,0,0,0,24490.8359375,27750,9605.22265625,0,0,0,1123
43,12,1,0,1,0,24490.8359375,29355.919921875,35465.4375,0,0,0,1124
43,13,1,0,1,0,24490.8359375,34016.12890625,39898.6171875,0,0,0,1125
48,16,0,0,1,0,24663.251953125,18082.2578125,25121.3515625,0,0,0,1126
45,12,0,0,1,0,24686.76171875,15217.7421875,27929.03125,0,0,0,1127
27,12,1,0,1,0,24686.76171875,22558.064453125,22609.216796875,0,0,0,1128
44,17,0,0,1,0,24686.76171875,23274.193359375,23348.080078125,0,0,0,1129
26,16,0,0,1,0,24686.76171875,25422.580078125,29554.53125,0,0,0,1130
54,16,0,0,1,0,24686.76171875,26854.83984375,26451.306640625,0,0,0,1131
54,16,0,0,1,0,24686.76171875,26854.83984375,26451.306640625,0,0,0,1132
54,16,0,0,1,0,24686.76171875,26854.83984375,26451.306640625,0,0,0,1133
29,12,0,0,1,0,24686.76171875,27750,24382.48828125,0,0,0,1134
22,12,0,0,1,0,24765.1328125,21594.87109375,34320.19921875,0,0,0,1135
39,17,0,0,1,0,24823.91015625,25064.515625,27061.607421875,0,0,0,1136
35,16,0,0,1,0,24882.6875,24527.419921875,36943.1640625,0,0,0,1137
44,12,0,0,1,0,24882.6875,27929.03125,25121.3515625,0,0,0,1138
32,16,0,0,1,0,24980.65234375,25064.515625,26599.078125,0,0,0,1139
27,17,0,0,1,0,25078.615234375,19693.548828125,24530.26171875,0,0,0,1140
27,17,0,0,1,0,25078.615234375,19693.548828125,24530.26171875,0,0,0,1141
26,12,0,0,1,0,25078.615234375,23274.193359375,26599.078125,0,0,0,1142
46,12,0,0,1,0,25078.615234375,24169.35546875,26780.83984375,0,0,0,1143
25,16,0,0,0,0,25078.615234375,25601.61328125,30145.62109375,0,0,0,1144
35,12,0,0,1,0,25078.615234375,26854.83984375,29554.53125,0,0,0,1145
33,16,0,0,1,0,25078.615234375,26854.83984375,24448.986328125,0,0,0,1146
26,16,0,0,1,0,25078.615234375,30793.548828125,36943.1640625,0,0,0,1147
26,12,1,0,1,0,25088.41015625,23274.193359375,29554.53125,0,0,0,1148
20,12,0,0,1,0,25294.134765625,18798.38671875,25121.3515625,0,0,0,1149
49,12,0,0,1,0,25470.46875,17953.35546875,20244.853515625,0,0,0,1150
25,13,0,0,1,0,25470.46875,18798.38671875,23643.625,0,0,0,1151
28,12,1,0,0,0,25470.46875,19693.548828125,26599.078125,0,0,0,1152
28,13,0,0,1,0,25470.46875,19693.548828125,26599.078125,0,0,0,1153
35,12,1,0,1,0,25470.46875,21483.87109375,26599.078125,0,0,0,1154
27,12,0,0,0,0,25470.46875,21483.87109375,25121.3515625,0,0,0,1155
44,12,0,0,1,0,25470.46875,21483.87109375,25634.123046875,0,0,0,1156
23,12,0,1,1,0,25470.46875,21483.87109375,32509.984375,0,0,0,1157
32,12,1,0,1,0,25470.46875,22379.03125,31771.12109375,0,0,0,1158
24,12,0,0,1,0,25470.46875,22737.09765625,25121.3515625,0,0,0,1159
27,12,0,0,1,0,25470.46875,23095.16015625,31032.2578125,0,0,0,1160
46,12,0,0,1,0,25470.46875,23274.193359375,29554.53125,0,0,0,1161
31,12,0,0,1,0,25470.46875,23274.193359375,22165.8984375,0,0,0,1162
27,15,1,0,0,0,25470.46875,24169.35546875,29554.53125,0,0,0,1163
51,16,0,0,0,0,25470.46875,24169.35546875,12708.44921875,0,0,0,1164
43,12,1,0,1,0,25470.46875,25064.515625,25121.3515625,0,0,0,1165
32,16,1,0,1,0,25470.46875,25422.580078125,30145.62109375,0,0,0,1166
37,12,0,0,0,0,25470.46875,25780.64453125,22461.443359375,0,0,0,1167
37,12,0,0,0,0,25470.46875,25780.64453125,22461.443359375,0,0,0,1168
30,12,0,0,1,0,25470.46875,25959.677734375,28076.8046875,0,0,0,1169
45,12,1,0,1,0,25470.46875,26695.5,27898,0,0,0,1170
45,12,1,0,1,0,25470.46875,26695.5,27898,0,0,0,1171
49,17,0,0,1,0,25470.46875,26854.83984375,29554.53125,0,0,0,1172
49,17,0,0,1,0,25470.46875,26854.83984375,29554.53125,0,0,0,1173
26,17,0,0,1,0,25470.46875,26854.83984375,44331.796875,0,0,0,1174
37,13,0,0,1,0,25470.46875,30435.484375,32509.984375,0,0,0,1175
44,17,0,0,1,0,25470.46875,30435.484375,21427.03515625,0,0,0,1176
30,17,0,0,1,0,25470.46875,31330.64453125,38420.890625,0,0,0,1177
51,12,0,0,1,0,25470.46875,32225.806640625,29554.53125,0,0,0,1178
28,17,0,0,1,0,25607.6171875,18091.2109375,22165.8984375,0,0,0,1179
29,16,0,0,1,0,25666.39453125,28287.09765625,35465.4375,0,0,0,1180
40,12,0,0,1,0,25707.5390625,20409.677734375,23052.53515625,0,0,0,1181
34,16,0,0,1,0,25862.322265625,0,0,0,1,0,1182
51,12,0,0,1,0,25862.322265625,20588.7109375,24825.806640625,0,0,0,1183
26,16,0,0,1,0,25862.322265625,22379.03125,35465.4375,0,0,0,1184
46,12,0,0,1,0,25862.322265625,23274.193359375,35465.4375,0,0,0,1185
45,14,0,0,1,0,25862.322265625,28645.16015625,26599.078125,0,0,0,1186
49,12,0,0,1,0,25862.322265625,28645.16015625,26599.078125,0,0,0,1187
26,16,0,0,0,0,25862.322265625,31790.7578125,15646.1689453125,0,0,0,1188
30,16,0,0,1,0,26058.248046875,28645.16015625,29258.986328125,0,0,0,1189
50,12,0,0,1,0,26254.17578125,0,0,0,1,0,1190
25,12,0,0,0,0,26254.17578125,21483.87109375,26599.078125,0,0,0,1191
27,17,0,0,0,0,26254.17578125,29540.322265625,31032.2578125,0,0,0,1192
46,16,0,0,1,0,26293.359375,65160.58203125,17732.71875,0,0,0,1193
46,16,0,0,1,0,26293.359375,65160.58203125,17732.71875,0,0,0,1194
43,12,1,0,1,0,26450.1015625,14322.5810546875,29554.53125,0,0,0,1195
27,12,1,0,1,0,26450.1015625,18798.38671875,31032.2578125,0,0,0,1196
22,12,0,0,0,0,26450.1015625,23274.193359375,19210.4453125,0,0,0,1197
55,12,0,0,1,0,26450.1015625,23990.322265625,29554.53125,0,0,0,1198
53,12,0,0,1,0,26450.1015625,25064.515625,26007.98828125,0,0,0,1199
44,12,0,0,1,0,26450.1015625,25959.677734375,26746.8515625,0,0,0,1200
47,13,0,0,1,0,26450.1015625,25959.677734375,26625.677734375,0,0,0,1201
46,14,0,0,1,0,26450.1015625,26496.7734375,29554.53125,0,0,0,1202
25,12,0,0,1,0,26450.1015625,26836.935546875,35465.4375,0,0,0,1203
31,15,1,0,0,0,26450.1015625,26854.83984375,25860.21484375,0,0,0,1204
28,16,0,0,1,0,26450.1015625,26854.83984375,29554.53125,0,0,0,1205
40,16,0,0,1,0,26450.1015625,26854.83984375,32421.3203125,0,0,0,1206
40,16,0,0,1,0,26450.1015625,26854.83984375,32421.3203125,0,0,0,1207
28,12,0,0,1,0,26450.1015625,26858.419921875,29480.64453125,0,0,0,1208
29,15,0,0,1,0,26450.1015625,27250.5,28815.66796875,0,0,0,1209
42,16,0,0,1,0,26450.1015625,27499.35546875,29554.53125,0,0,0,1210
30,15,0,0,1,0,26450.1015625,27570.96875,29554.53125,0,0,0,1211
39,12,0,0,1,0,26450.1015625,27750,6354.22412109375,0,0,0,1212
30,16,0,0,1,0,26450.1015625,28197.580078125,29554.53125,0,0,0,1213
50,12,0,0,1,0,26450.1015625,30077.419921875,26599.078125,0,0,0,1214
29,17,0,0,0,0,26614.6796875,28503.7265625,29315.140625,0,0,0,1215
29,15,0,0,1,0,26646.029296875,19693.548828125,32509.984375,0,0,0,1216
27,12,0,0,1,0,26646.029296875,29540.322265625,35465.4375,0,0,0,1217
31,12,0,1,1,0,26841.955078125,6982.25830078125,17732.71875,0,0,0,1218
31,12,0,1,1,0,26841.955078125,6982.25830078125,17732.71875,0,0,0,1219
29,12,0,0,1,0,26841.955078125,20588.7109375,42854.0703125,0,0,0,1220
27,16,0,0,1,0,26841.955078125,22200,19210.4453125,0,0,0,1221
26,17,1,0,0,0,26841.955078125,25243.548828125,20392.626953125,0,0,0,1222
42,17,0,0,1,0,26841.955078125,31330.64453125,36943.1640625,0,0,0,1223
24,12,1,0,1,0,26841.955078125,31688.7109375,33839.9375,0,0,0,1224
48,12,1,0,1,0,26908.5703125,22558.064453125,36943.1640625,0,0,0,1225
25,13,0,0,1,0,26996.736328125,28197.580078125,22165.8984375,0,0,0,1226
21,12,1,0,1,0,27037.8828125,16560.484375,20688.171875,0,0,0,1227
48,12,0,0,1,0,27037.8828125,25064.515625,23643.625,0,0,0,1228
50,12,0,0,1,0,27037.8828125,26854.83984375,27337.94140625,0,0,0,1229
28,17,0,0,1,0,27037.8828125,27750,51720.4296875,0,0,0,1230
29,17,0,0,0,0,27037.8828125,29182.2578125,26599.078125,0,0,0,1231
33,17,0,0,1,0,27037.8828125,31867.7421875,28815.66796875,0,0,0,1232
52,12,0,0,1,0,27220.09375,24706.451171875,32509.984375,0,0,0,1233
22,12,0,0,1,0,27233.80859375,14322.5810546875,32509.984375,0,0,0,1234
43,12,0,0,1,0,27233.80859375,25064.515625,29554.53125,0,0,0,1235
34,13,0,0,1,0,27233.80859375,25064.515625,31032.2578125,0,0,0,1236
46,12,0,0,1,0,27233.80859375,28645.16015625,28076.8046875,0,0,0,1237
31,17,0,0,1,0,27429.734375,0,0,0,1,0,1238
28,13,0,0,1,0,27429.734375,20588.7109375,23578.60546875,0,0,0,1239
44,12,1,0,1,0,27429.734375,21483.87109375,22609.216796875,0,0,0,1240
25,12,0,0,1,0,27429.734375,21483.87109375,28520.123046875,0,0,0,1241
29,14,0,0,1,0,27429.734375,22099.7421875,29644.673828125,0,0,0,1242
24,16,0,0,0,0,27429.734375,22200,25712.44140625,0,0,0,1243
31,12,0,0,1,0,27429.734375,22379.03125,0,0,0,0,1244
40,12,1,0,1,0,27429.734375,23274.193359375,38420.890625,0,0,0,1245
30,17,0,0,1,0,27429.734375,25064.515625,20688.171875,0,0,0,1246
26,16,1,0,1,0,27429.734375,25064.515625,32509.984375,0,0,0,1247
32,12,0,0,1,0,27429.734375,25064.515625,16254.9921875,0,0,0,1248
26,15,0,0,1,0,27429.734375,25064.515625,28815.66796875,0,0,0,1249
28,16,0,0,1,0,27429.734375,25064.515625,31032.2578125,0,0,0,1250
54,13,0,0,1,0,27429.734375,25422.580078125,24382.48828125,0,0,0,1251
30,14,0,0,1,0,27429.734375,25780.64453125,31032.2578125,0,0,0,1252
33,14,0,0,1,0,27429.734375,25959.677734375,24382.48828125,0,0,0,1253
33,12,0,0,1,0,27429.734375,25959.677734375,27846.279296875,0,0,0,1254
26,12,0,0,1,0,27429.734375,26496.7734375,32509.984375,0,0,0,1255
44,13,0,0,1,0,27429.734375,26774.2734375,35465.4375,0,0,0,1256
49,12,0,0,1,0,27429.734375,26854.83984375,26599.078125,0,0,0,1257
55,17,1,0,1,0,27429.734375,26854.83984375,17806.60546875,0,0,0,1258
28,12,0,0,1,0,27429.734375,26854.83984375,22165.8984375,0,0,0,1259
45,12,0,0,1,0,27429.734375,26854.83984375,25121.3515625,0,0,0,1260
30,14,1,0,1,0,27429.734375,26892.435546875,20688.171875,0,0,0,1261
40,12,0,0,1,0,27429.734375,27008.806640625,25440.541015625,0,0,0,1262
27,17,0,0,1,0,27429.734375,27750,26599.078125,0,0,0,1263
